timestamp,class,name
19:39:6:259, __InstanceDeletionEvent, backgroundTaskHost.exe, 10120
19:39:6:263, __InstanceDeletionEvent, backgroundTaskHost.exe, 5048
19:39:6:263, __InstanceDeletionEvent, msteamsupdate.exe, 7616
19:39:8:374, __InstanceDeletionEvent, MoUsoCoreWorker.exe, 7940
19:39:10:466, __InstanceDeletionEvent, chrome.exe, 19956
19:39:11:536, __InstanceCreationEvent, backgroundTaskHost.exe, 13252
19:39:11:541, __InstanceCreationEvent, RuntimeBroker.exe, 18936
19:39:14:676, __InstanceCreationEvent, chrome.exe, 13916
19:39:15:693, __InstanceDeletionEvent, cpptools-srv.exe, 12820
19:39:15:698, __InstanceDeletionEvent, conhost.exe, 22484
19:39:19:901, __InstanceCreationEvent, chrome.exe, 11764
19:39:20:919, __InstanceDeletionEvent, chrome.exe, 11100
19:39:20:924, __InstanceDeletionEvent, chrome.exe, 13020
19:39:20:924, __InstanceDeletionEvent, chrome.exe, 13916
19:39:20:941, __InstanceCreationEvent, chrome.exe, 12900
19:39:20:947, __InstanceCreationEvent, chrome.exe, 14244
19:39:26:180, __InstanceCreationEvent, backgroundTaskHost.exe, 19452
19:39:26:185, __InstanceCreationEvent, RuntimeBroker.exe, 4228
19:39:27:231, __InstanceDeletionEvent, svchost.exe, 12252
19:39:35:607, __InstanceDeletionEvent, RuntimeBroker.exe, 21064
19:39:36:668, __InstanceDeletionEvent, chrome.exe, 2280
19:39:52:563, __InstanceDeletionEvent, svchost.exe, 5784
19:40:26:395, __InstanceDeletionEvent, backgroundTaskHost.exe, 13252
19:40:26:395, __InstanceDeletionEvent, backgroundTaskHost.exe, 19452
19:40:51:718, __InstanceDeletionEvent, VSSVC.exe, 20964
19:40:55:939, __InstanceDeletionEvent, RuntimeBroker.exe, 18936
19:40:56:988, __InstanceDeletionEvent, RuntimeBroker.exe, 4228
19:41:4:350, __InstanceCreationEvent, chrome.exe, 18424
19:41:5:396, __InstanceCreationEvent, chrome.exe, 16276
19:41:5:399, __InstanceCreationEvent, chrome.exe, 20676
19:41:26:456, __InstanceDeletionEvent, chrome.exe, 18424
19:41:26:456, __InstanceDeletionEvent, chrome.exe, 20676
19:41:40:133, __InstanceCreationEvent, FullTrustNotifier.exe, 8680
19:41:41:184, __InstanceDeletionEvent, FullTrustNotifier.exe, 8680
19:41:41:188, __InstanceCreationEvent, RuntimeBroker.exe, 8424
19:41:58:23, __InstanceDeletionEvent, svchost.exe, 16952
19:42:21:198, __InstanceDeletionEvent, RuntimeBroker.exe, 8424
19:42:29:617, __InstanceDeletionEvent, svchost.exe, 16200
19:43:5:475, __InstanceCreationEvent, chrome.exe, 12712
19:43:20:233, __InstanceCreationEvent, chrome.exe, 22052
19:43:20:247, __InstanceDeletionEvent, chrome.exe, 12712
19:43:38:16, __InstanceCreationEvent, RuntimeBroker.exe, 19844
19:43:38:16, __InstanceCreationEvent, backgroundTaskHost.exe, 2236
19:43:51:594, __InstanceDeletionEvent, svchost.exe, 20844
19:43:52:642, __InstanceCreationEvent, UsoClient.exe, 10488
19:43:52:646, __InstanceCreationEvent, MoUsoCoreWorker.exe, 21756
19:43:52:646, __InstanceCreationEvent, AdobeARM.exe, 8208
19:43:53:700, __InstanceDeletionEvent, UsoClient.exe, 10488
19:43:53:702, __InstanceDeletionEvent, AdobeARM.exe, 8208
19:44:20:960, __InstanceDeletionEvent, chrome.exe, 14244
19:44:22:20, __InstanceCreationEvent, chrome.exe, 22320
19:44:31:503, __InstanceDeletionEvent, chrome.exe, 22052
19:44:44:184, __InstanceCreationEvent, chrome.exe, 21568
19:44:52:636, __InstanceCreationEvent, chrome.exe, 8548
19:44:53:684, __InstanceDeletionEvent, MoUsoCoreWorker.exe, 21756
19:45:26:384, __InstanceDeletionEvent, svchost.exe, 16192
19:45:31:633, __InstanceDeletionEvent, chrome.exe, 22320
19:45:33:741, __InstanceCreationEvent, chrome.exe, 12612
19:45:56:892, __InstanceDeletionEvent, chrome.exe, 18684
19:46:2:119, __InstanceDeletionEvent, chrome.exe, 21568
19:46:3:168, __InstanceDeletionEvent, chrome.exe, 8548
19:46:5:290, __InstanceDeletionEvent, chrome.exe, 16276
19:46:5:294, __InstanceCreationEvent, chrome.exe, 12860
19:46:6:327, __InstanceCreationEvent, chrome.exe, 13808
19:46:7:382, __InstanceCreationEvent, chrome.exe, 20404
19:46:7:387, __InstanceCreationEvent, chrome.exe, 9484
19:46:8:446, __InstanceCreationEvent, chrome.exe, 17584
19:46:9:494, __InstanceDeletionEvent, chrome.exe, 13808
19:46:9:494, __InstanceDeletionEvent, chrome.exe, 9484
19:46:17:883, __InstanceCreationEvent, VSSVC.exe, 18244
19:46:17:887, __InstanceCreationEvent, svchost.exe, 19336
19:46:17:887, __InstanceCreationEvent, svchost.exe, 396
19:46:30:506, __InstanceDeletionEvent, chrome.exe, 20404
19:46:34:738, __InstanceDeletionEvent, chrome.exe, 12900
19:46:39:963, __InstanceCreationEvent, identity_helper.exe, 21392
19:46:48:303, __InstanceCreationEvent, chrome.exe, 15676
19:46:48:307, __InstanceCreationEvent, chrome.exe, 17624
19:46:49:348, __InstanceDeletionEvent, chrome.exe, 15676
19:46:49:352, __InstanceCreationEvent, chrome.exe, 11584
19:46:49:352, __InstanceCreationEvent, chrome.exe, 20824
19:46:49:358, __InstanceDeletionEvent, chrome.exe, 17584
19:46:49:358, __InstanceDeletionEvent, chrome.exe, 17624
19:46:50:394, __InstanceDeletionEvent, identity_helper.exe, 21392
19:46:56:659, __InstanceCreationEvent, chrome.exe, 17880
19:46:56:664, __InstanceCreationEvent, chrome.exe, 19012
19:46:59:832, __InstanceDeletionEvent, chrome.exe, 12860
19:47:25:113, __InstanceCreationEvent, chrome.exe, 17020
19:47:39:897, __InstanceDeletionEvent, chrome.exe, 17020
19:47:53:432, __InstanceDeletionEvent, svchost.exe, 11856
19:48:0:730, __InstanceDeletionEvent, svchost.exe, 7848
19:48:5:950, __InstanceCreationEvent, smartscreen.exe, 10408
19:48:31:16, __InstanceDeletionEvent, WmiPrvSE.exe, 7368
19:48:58:385, __InstanceCreationEvent, SearchProtocolHost.exe, 15452
19:48:58:385, __InstanceCreationEvent, SearchFilterHost.exe, 5556
19:49:18:137, __InstanceDeletionEvent, VSSVC.exe, 18244
19:49:22:337, __InstanceDeletionEvent, chrome.exe, 17880
19:49:25:501, __InstanceCreationEvent, chrome.exe, 21080
19:49:34:971, __InstanceDeletionEvent, chrome.exe, 11584
19:49:34:971, __InstanceDeletionEvent, chrome.exe, 21080
19:49:36:30, __InstanceDeletionEvent, chrome.exe, 20824
19:50:5:114, __InstanceDeletionEvent, chrome.exe, 12612
19:50:36:275, __InstanceDeletionEvent, chrome.exe, 3532
19:51:2:243, __InstanceCreationEvent, chrome.exe, 19936
19:51:5:359, __InstanceCreationEvent, chrome.exe, 17060
19:51:6:394, __InstanceCreationEvent, chrome.exe, 3756
19:51:18:827, __InstanceDeletionEvent, svchost.exe, 19336
19:51:20:893, __InstanceDeletionEvent, chrome.exe, 17060
19:51:21:927, __InstanceDeletionEvent, svchost.exe, 15120
19:51:36:444, __InstanceDeletionEvent, chrome.exe, 19012
19:51:38:511, __InstanceDeletionEvent, chrome.exe, 19936
19:51:40:578, __InstanceDeletionEvent, SearchFilterHost.exe, 5556
19:51:40:578, __InstanceDeletionEvent, audiodg.exe, 9596
19:51:51:978, __InstanceDeletionEvent, SearchProtocolHost.exe, 15452
19:52:5:429, __InstanceCreationEvent, chrome.exe, 11076
19:52:10:629, __InstanceDeletionEvent, chrome.exe, 18412
19:52:17:897, __InstanceDeletionEvent, svchost.exe, 396
19:52:40:698, __InstanceDeletionEvent, chrome.exe, 11076
19:53:5:549, __InstanceCreationEvent, chrome.exe, 11172
19:53:5:549, __InstanceDeletionEvent, smartscreen.exe, 10408
19:53:5:549, __InstanceCreationEvent, svchost.exe, 9764
19:53:40:753, __InstanceDeletionEvent, chrome.exe, 11172
19:54:5:636, __InstanceCreationEvent, chrome.exe, 6628
19:54:40:871, __InstanceDeletionEvent, chrome.exe, 6628
19:55:5:722, __InstanceCreationEvent, chrome.exe, 13272
19:55:38:824, __InstanceCreationEvent, symerr.exe, 1516
19:55:39:857, __InstanceDeletionEvent, symerr.exe, 1516
19:55:40:891, __InstanceDeletionEvent, chrome.exe, 13272
19:56:5:744, __InstanceCreationEvent, chrome.exe, 10200
19:56:5:744, __InstanceCreationEvent, chrome.exe, 16000
19:56:5:744, __InstanceCreationEvent, chrome.exe, 16396
19:56:21:276, __InstanceDeletionEvent, chrome.exe, 16000
19:56:22:310, __InstanceDeletionEvent, svchost.exe, 21076
19:56:36:794, __InstanceDeletionEvent, chrome.exe, 3756
19:56:40:927, __InstanceCreationEvent, RuntimeBroker.exe, 11380
19:56:40:927, __InstanceDeletionEvent, chrome.exe, 16396
19:57:5:812, __InstanceCreationEvent, chrome.exe, 15176
19:57:20:296, __InstanceDeletionEvent, RuntimeBroker.exe, 11380
19:57:42:97, __InstanceDeletionEvent, chrome.exe, 15176
19:58:5:882, __InstanceCreationEvent, chrome.exe, 20880
19:58:18:316, __InstanceCreationEvent, backgroundTaskHost.exe, 10640
19:58:18:316, __InstanceCreationEvent, svchost.exe, 12640
19:58:18:316, __InstanceCreationEvent, svchost.exe, 20192
19:58:18:316, __InstanceCreationEvent, RuntimeBroker.exe, 20376
19:58:41:117, __InstanceDeletionEvent, chrome.exe, 20880
19:59:5:969, __InstanceCreationEvent, chrome.exe, 20456
19:59:21:569, __InstanceDeletionEvent, backgroundTaskHost.exe, 10640
19:59:43:396, __InstanceCreationEvent, chrome.exe, 11964
19:59:44:440, __InstanceCreationEvent, chrome.exe, 12520
19:59:51:765, __InstanceDeletionEvent, RuntimeBroker.exe, 20376
20:1:2:689, __InstanceDeletionEvent, chrome.exe, 20456
20:1:5:792, __InstanceCreationEvent, chrome.exe, 17300
20:1:5:807, __InstanceCreationEvent, chrome.exe, 21248
20:1:5:807, __InstanceCreationEvent, chrome.exe, 5840
20:1:19:381, __InstanceDeletionEvent, chrome.exe, 10200
20:1:21:459, __InstanceDeletionEvent, chrome.exe, 21248
20:1:36:27, __InstanceDeletionEvent, chrome.exe, 11964
20:1:49:572, __InstanceDeletionEvent, chrome.exe, 5840
20:1:56:861, __InstanceCreationEvent, chrome.exe, 19048
20:2:14:645, __InstanceDeletionEvent, chrome.exe, 12520
20:2:31:296, __InstanceCreationEvent, chrome.exe, 10480
20:2:32:336, __InstanceCreationEvent, chrome.exe, 19840
20:2:59:469, __InstanceDeletionEvent, chrome.exe, 17300
20:3:5:713, __InstanceDeletionEvent, svchost.exe, 9764
20:3:18:214, __InstanceDeletionEvent, svchost.exe, 12640
20:3:18:214, __InstanceDeletionEvent, svchost.exe, 20192
20:3:31:731, __InstanceDeletionEvent, chrome.exe, 19840
20:3:36:945, __InstanceDeletionEvent, chrome.exe, 19048
20:4:6:150, __InstanceCreationEvent, chrome.exe, 14788
20:4:39:702, __InstanceCreationEvent, chrome.exe, 21860
20:4:40:753, __InstanceCreationEvent, chrome.exe, 7132
20:4:59:718, __InstanceCreationEvent, chrome.exe, 18648
20:5:0:768, __InstanceDeletionEvent, chrome.exe, 21860
20:5:32:23, __InstanceDeletionEvent, chrome.exe, 10480
20:5:36:208, __InstanceDeletionEvent, chrome.exe, 14788
20:5:40:355, __InstanceDeletionEvent, chrome.exe, 7132
20:6:6:400, __InstanceCreationEvent, chrome.exe, 12200
20:6:6:404, __InstanceCreationEvent, chrome.exe, 12760
20:6:6:404, __InstanceCreationEvent, chrome.exe, 13872
20:6:6:404, __InstanceCreationEvent, chrome.exe, 21740
20:6:6:404, __InstanceCreationEvent, chrome.exe, 7056
20:6:22:22, __InstanceDeletionEvent, chrome.exe, 12200
20:6:36:594, __InstanceDeletionEvent, chrome.exe, 13872
20:6:42:862, __InstanceDeletionEvent, chrome.exe, 7056
20:6:43:912, __InstanceCreationEvent, chrome.exe, 15736
20:8:5:542, __InstanceCreationEvent, svchost.exe, 19900
20:8:35:795, __InstanceDeletionEvent, chrome.exe, 15736
20:8:59:741, __InstanceCreationEvent, chrome.exe, 5416
20:9:38:301, __InstanceDeletionEvent, chrome.exe, 5416
20:10:5:486, __InstanceCreationEvent, chrome.exe, 16648
20:10:8:640, __InstanceDeletionEvent, chrome.exe, 18648
20:10:40:989, __InstanceDeletionEvent, chrome.exe, 16648
20:11:1:838, __InstanceCreationEvent, cmd.exe, 19524
20:11:1:847, __InstanceCreationEvent, conhost.exe, 22500
20:11:1:847, __InstanceCreationEvent, OpenConsole.exe, 2936
20:11:1:847, __InstanceCreationEvent, WindowsTerminal.exe, 4664
20:11:2:871, __InstanceCreationEvent, chrome.exe, 12964
20:11:2:871, __InstanceDeletionEvent, cmd.exe, 19524
20:11:2:871, __InstanceDeletionEvent, conhost.exe, 22500
20:11:2:871, __InstanceDeletionEvent, OpenConsole.exe, 2936
20:11:2:871, __InstanceDeletionEvent, WindowsTerminal.exe, 4664
20:11:5:970, __InstanceCreationEvent, chrome.exe, 22168
20:11:5:970, __InstanceCreationEvent, chrome.exe, 3988
20:11:21:591, __InstanceDeletionEvent, chrome.exe, 22168
20:11:36:189, __InstanceDeletionEvent, chrome.exe, 12760
20:11:40:377, __InstanceCreationEvent, RuntimeBroker.exe, 21044
20:11:59:177, __InstanceDeletionEvent, chrome.exe, 12964
20:12:5:481, __InstanceCreationEvent, chrome.exe, 13348
20:12:21:175, __InstanceDeletionEvent, RuntimeBroker.exe, 21044
20:12:37:866, __InstanceCreationEvent, audiodg.exe, 22388
20:12:41:8, __InstanceDeletionEvent, chrome.exe, 13348
20:12:44:154, __InstanceCreationEvent, chrome.exe, 14816
20:12:44:159, __InstanceCreationEvent, chrome.exe, 18144
20:12:44:159, __InstanceCreationEvent, chrome.exe, 18568
20:12:45:208, __InstanceCreationEvent, chrome.exe, 22304
20:12:46:260, __InstanceDeletionEvent, chrome.exe, 18144
20:12:46:266, __InstanceCreationEvent, chrome.exe, 19836
20:12:46:269, __InstanceDeletionEvent, chrome.exe, 18568
20:12:46:269, __InstanceDeletionEvent, chrome.exe, 3988
20:12:52:556, __InstanceCreationEvent, chrome.exe, 14736
20:13:24:195, __InstanceCreationEvent, chrome.exe, 20540
20:14:16:944, __InstanceCreationEvent, chrome.exe, 12528
20:14:16:948, __InstanceCreationEvent, chrome.exe, 21768
20:14:31:568, __InstanceDeletionEvent, chrome.exe, 21768
20:14:37:818, __InstanceDeletionEvent, backgroundTaskHost.exe, 2236
20:15:8:170, __InstanceDeletionEvent, RuntimeBroker.exe, 19844
20:15:29:123, __InstanceDeletionEvent, chrome.exe, 14736
20:15:30:191, __InstanceCreationEvent, chrome.exe, 5680
20:15:40:646, __InstanceCreationEvent, chrome.exe, 10488
20:15:44:841, __InstanceDeletionEvent, chrome.exe, 19836
20:16:1:559, __InstanceDeletionEvent, chrome.exe, 5680
20:16:3:655, __InstanceDeletionEvent, chrome.exe, 12528
20:16:5:753, __InstanceCreationEvent, chrome.exe, 21272
20:16:5:769, __InstanceCreationEvent, chrome.exe, 21780
20:16:6:805, __InstanceDeletionEvent, chrome.exe, 15712
20:16:6:811, __InstanceCreationEvent, chrome.exe, 12424
20:16:17:219, __InstanceDeletionEvent, chrome.exe, 20540
20:16:22:424, __InstanceDeletionEvent, chrome.exe, 21272
20:16:25:568, __InstanceCreationEvent, chrome.exe, 21140
20:16:25:571, __InstanceCreationEvent, chrome.exe, 8696
20:16:28:689, __InstanceCreationEvent, chrome.exe, 20080
20:16:30:783, __InstanceCreationEvent, chrome.exe, 11792
20:16:37:70, __InstanceDeletionEvent, chrome.exe, 10488
20:16:39:177, __InstanceCreationEvent, chrome.exe, 4296
20:16:40:231, __InstanceDeletionEvent, chrome.exe, 12424
20:16:40:237, __InstanceCreationEvent, chrome.exe, 11552
20:16:40:240, __InstanceDeletionEvent, chrome.exe, 21140
20:16:40:240, __InstanceDeletionEvent, chrome.exe, 8696
20:16:46:520, __InstanceDeletionEvent, chrome.exe, 22304
20:16:46:524, __InstanceCreationEvent, chrome.exe, 11124
20:17:2:243, __InstanceDeletionEvent, chrome.exe, 4296
20:17:15:791, __InstanceDeletionEvent, chrome.exe, 11552
20:17:15:791, __InstanceDeletionEvent, chrome.exe, 11792
20:17:17:890, __InstanceCreationEvent, chrome.exe, 1356
20:17:17:894, __InstanceCreationEvent, chrome.exe, 18440
20:17:17:894, __InstanceCreationEvent, chrome.exe, 4512
20:17:18:941, __InstanceDeletionEvent, chrome.exe, 4512
20:17:22:56, __InstanceCreationEvent, chrome.exe, 12072
20:17:31:464, __InstanceDeletionEvent, chrome.exe, 11124
20:17:32:527, __InstanceDeletionEvent, chrome.exe, 1356
20:17:32:527, __InstanceDeletionEvent, chrome.exe, 18440
20:18:5:828, __InstanceDeletionEvent, svchost.exe, 19900
20:18:35:963, __InstanceDeletionEvent, chrome.exe, 14816
20:19:6:146, __InstanceCreationEvent, chrome.exe, 5832
20:19:37:416, __InstanceDeletionEvent, chrome.exe, 21740
20:19:41:579, __InstanceDeletionEvent, chrome.exe, 5832
20:20:5:467, __InstanceCreationEvent, chrome.exe, 6628
20:20:40:920, __InstanceDeletionEvent, chrome.exe, 6628
20:20:46:95, __InstanceDeletionEvent, audiodg.exe, 22388
20:21:5:886, __InstanceCreationEvent, chrome.exe, 14744
20:21:5:886, __InstanceCreationEvent, chrome.exe, 14864
20:21:5:901, __InstanceCreationEvent, chrome.exe, 21568
20:21:21:486, __InstanceDeletionEvent, chrome.exe, 21568
20:21:36:57, __InstanceDeletionEvent, chrome.exe, 12072
20:21:41:254, __InstanceDeletionEvent, chrome.exe, 14744
20:22:6:204, __InstanceCreationEvent, chrome.exe, 10504
20:22:22:818, __InstanceCreationEvent, MoUsoCoreWorker.exe, 19656
20:22:41:539, __InstanceDeletionEvent, chrome.exe, 10504
20:23:5:475, __InstanceCreationEvent, svchost.exe, 17656
20:23:5:475, __InstanceCreationEvent, chrome.exe, 8532
20:23:24:203, __InstanceDeletionEvent, MoUsoCoreWorker.exe, 19656
20:23:42:851, __InstanceDeletionEvent, chrome.exe, 8532
20:23:44:927, __InstanceCreationEvent, chrome.exe, 9588
20:23:45:964, __InstanceCreationEvent, chrome.exe, 12632
20:23:45:980, __InstanceDeletionEvent, chrome.exe, 9588
20:24:0:646, __InstanceDeletionEvent, chrome.exe, 12632
20:24:5:861, __InstanceCreationEvent, chrome.exe, 17892
20:24:14:213, __InstanceDeletionEvent, chrome.exe, 20080
20:24:41:424, __InstanceDeletionEvent, chrome.exe, 17892
20:25:6:479, __InstanceCreationEvent, chrome.exe, 17128
20:25:29:558, __InstanceCreationEvent, chrome.exe, 22100
20:25:30:611, __InstanceCreationEvent, chrome.exe, 22144
20:25:30:618, __InstanceDeletionEvent, chrome.exe, 22100
20:25:40:956, __InstanceDeletionEvent, chrome.exe, 17128
20:25:48:184, __InstanceCreationEvent, symerr.exe, 11364
20:25:49:217, __InstanceDeletionEvent, symerr.exe, 11364
20:26:5:748, __InstanceCreationEvent, chrome.exe, 5064
20:26:5:748, __InstanceCreationEvent, chrome.exe, 5356
20:26:5:748, __InstanceCreationEvent, chrome.exe, 8144
20:26:22:274, __InstanceDeletionEvent, chrome.exe, 5356
20:26:31:563, __InstanceDeletionEvent, chrome.exe, 22144
20:26:36:749, __InstanceDeletionEvent, chrome.exe, 14864
20:26:40:877, __InstanceDeletionEvent, chrome.exe, 8144
20:26:40:877, __InstanceCreationEvent, RuntimeBroker.exe, 4516
20:26:40:877, __InstanceCreationEvent, FullTrustNotifier.exe, 8804
20:26:41:909, __InstanceDeletionEvent, FullTrustNotifier.exe, 8804
20:27:5:647, __InstanceCreationEvent, chrome.exe, 10628
20:27:21:140, __InstanceDeletionEvent, RuntimeBroker.exe, 4516
20:27:40:751, __InstanceDeletionEvent, chrome.exe, 10628
20:28:5:482, __InstanceCreationEvent, chrome.exe, 10964
20:28:41:554, __InstanceDeletionEvent, chrome.exe, 10964
20:29:6:351, __InstanceCreationEvent, chrome.exe, 15140
20:29:41:484, __InstanceDeletionEvent, chrome.exe, 15140
20:30:6:304, __InstanceCreationEvent, chrome.exe, 13336
20:30:41:396, __InstanceDeletionEvent, chrome.exe, 13336
20:31:2:47, __InstanceCreationEvent, OpenConsole.exe, 14460
20:31:2:47, __InstanceCreationEvent, conhost.exe, 19900
20:31:2:47, __InstanceCreationEvent, WindowsTerminal.exe, 21368
20:31:3:85, __InstanceDeletionEvent, OpenConsole.exe, 14460
20:31:3:85, __InstanceDeletionEvent, conhost.exe, 19900
20:31:3:85, __InstanceDeletionEvent, WindowsTerminal.exe, 21368
20:31:6:191, __InstanceCreationEvent, chrome.exe, 10940
20:31:6:191, __InstanceCreationEvent, chrome.exe, 21228
20:31:6:191, __InstanceCreationEvent, chrome.exe, 9796
20:31:8:273, __InstanceCreationEvent, chrome.exe, 13084
20:31:23:768, __InstanceDeletionEvent, chrome.exe, 10940
20:31:38:232, __InstanceDeletionEvent, chrome.exe, 5064
20:31:41:343, __InstanceDeletionEvent, chrome.exe, 21228
20:32:6:120, __InstanceCreationEvent, chrome.exe, 22336
20:32:8:193, __InstanceDeletionEvent, chrome.exe, 13084
20:32:41:215, __InstanceDeletionEvent, chrome.exe, 22336
20:33:5:988, __InstanceDeletionEvent, svchost.exe, 17656
20:33:5:988, __InstanceCreationEvent, chrome.exe, 22308
20:33:24:605, __InstanceCreationEvent, LogonUI.exe, 15808
20:33:24:610, __InstanceCreationEvent, svchost.exe, 17392
23:33:39:34, __InstanceCreationEvent, RuntimeBroker.exe, 21876
23:33:39:66, __InstanceDeletionEvent, wermgr.exe, 10096
23:33:39:160, __InstanceCreationEvent, taskhostw.exe, 6328
23:33:39:160, __InstanceCreationEvent, AdobeARM.exe, 8132
23:33:39:160, __InstanceCreationEvent, backgroundTaskHost.exe, 820
23:33:39:160, __InstanceCreationEvent, svchost.exe, 9936
23:33:39:160, __InstanceCreationEvent, wermgr.exe, 10096
23:33:39:160, __InstanceCreationEvent, MoUsoCoreWorker.exe, 13808
23:33:39:160, __InstanceCreationEvent, msteamsupdate.exe, 18860
23:33:39:160, __InstanceCreationEvent, svchost.exe, 7336
23:33:40:103, __InstanceCreationEvent, svchost.exe, 19428
23:33:40:103, __InstanceCreationEvent, dllhost.exe, 3192
23:33:40:103, __InstanceCreationEvent, svchost.exe, 688
23:33:40:123, __InstanceDeletionEvent, taskhostw.exe, 6328
23:33:40:134, __InstanceDeletionEvent, AdobeARM.exe, 8132
17:16:48:913, __InstanceCreationEvent, MicrosoftEdgeUpdate.exe, 11164
17:16:49:475, __InstanceCreationEvent, taskhostw.exe, 15104
17:16:49:475, __InstanceCreationEvent, backgroundTaskHost.exe, 16120
17:16:49:475, __InstanceCreationEvent, upfc.exe, 1720
17:16:49:475, __InstanceCreationEvent, backgroundTaskHost.exe, 17412
17:16:49:475, __InstanceCreationEvent, taskhostw.exe, 18532
17:16:49:475, __InstanceCreationEvent, GoogleUpdate.exe, 22076
17:16:49:475, __InstanceCreationEvent, AdobeARM.exe, 22256
17:16:49:475, __InstanceCreationEvent, backgroundTaskHost.exe, 2244
17:16:49:475, __InstanceCreationEvent, dmclient.exe, 2820
17:16:49:584, __InstanceCreationEvent, svchost.exe, 12636
17:16:49:584, __InstanceCreationEvent, svchost.exe, 15792
17:16:49:714, __InstanceDeletionEvent, conhost.exe, 15364
17:16:49:777, __InstanceDeletionEvent, taskhostw.exe, 18532
17:16:49:777, __InstanceDeletionEvent, dmclient.exe, 2820
17:16:50:420, __InstanceCreationEvent, chrome.exe, 10092
17:16:50:420, __InstanceCreationEvent, taskhostw.exe, 13300
17:16:50:420, __InstanceCreationEvent, chrome.exe, 14080
17:16:50:420, __InstanceCreationEvent, svchost.exe, 16468
17:16:50:420, __InstanceCreationEvent, TiWorker.exe, 18948
17:16:50:420, __InstanceCreationEvent, TrustedInstaller.exe, 20276
17:16:50:420, __InstanceCreationEvent, msedge.exe, 22316
17:16:50:420, __InstanceCreationEvent, chrome.exe, 2616
17:16:50:420, __InstanceCreationEvent, svchost.exe, 4412
17:16:50:467, __InstanceDeletionEvent, chrome.exe, 22308
17:16:50:467, __InstanceDeletionEvent, msteamsupdate.exe, 2420
17:16:50:467, __InstanceDeletionEvent, dllhost.exe, 3192
17:16:51:518, __InstanceCreationEvent, chrome.exe, 11272
17:16:51:659, __InstanceCreationEvent, ctfmon.exe, 15560
17:16:51:659, __InstanceCreationEvent, sppsvc.exe, 18356
17:16:51:659, __InstanceCreationEvent, RuntimeBroker.exe, 21124
17:16:51:678, __InstanceDeletionEvent, backgroundTaskHost.exe, 17412
17:16:51:678, __InstanceDeletionEvent, msteamsupdate.exe, 18860
17:16:52:759, __InstanceCreationEvent, audiodg.exe, 18976
17:16:52:822, __InstanceDeletionEvent, AdobeARM.exe, 22256
17:16:54:648, __InstanceCreationEvent, dllhost.exe, 8484
17:16:54:758, __InstanceDeletionEvent, LogonUI.exe, 15808
17:16:55:802, __InstanceDeletionEvent, taskhostw.exe, 15104
17:16:57:788, __InstanceCreationEvent, svchost.exe, 11232
17:16:57:901, __InstanceDeletionEvent, ctfmon.exe, 15560
17:16:59:991, __InstanceDeletionEvent, chrome.exe, 12784
17:16:59:991, __InstanceDeletionEvent, dllhost.exe, 8484
17:17:2:79, __InstanceDeletionEvent, svchost.exe, 16468
17:17:2:79, __InstanceDeletionEvent, svchost.exe, 17392
17:17:8:304, __InstanceDeletionEvent, chrome.exe, 14080
17:17:10:348, __InstanceCreationEvent, chrome.exe, 19220
17:17:11:401, __InstanceCreationEvent, smartscreen.exe, 13272
17:17:11:406, __InstanceCreationEvent, chrome.exe, 19344
17:17:12:447, __InstanceCreationEvent, chrome.exe, 21964
17:17:13:556, __InstanceDeletionEvent, taskhostw.exe, 13300
17:17:15:646, __InstanceDeletionEvent, chrome.exe, 10092
17:17:15:650, __InstanceDeletionEvent, chrome.exe, 19220
17:17:18:737, __InstanceCreationEvent, SIHClient.exe, 16008
17:17:18:785, __InstanceDeletionEvent, upfc.exe, 1720
17:17:19:785, __InstanceCreationEvent, GoogleUpdate.exe, 18048
17:17:19:790, __InstanceCreationEvent, chrome.exe, 21892
17:17:19:831, __InstanceDeletionEvent, svchost.exe, 15792
17:17:20:872, __InstanceDeletionEvent, GoogleUpdate.exe, 18048
17:17:20:877, __InstanceDeletionEvent, GoogleUpdate.exe, 22076
17:17:20:877, __InstanceDeletionEvent, msedge.exe, 22316
17:17:25:54, __InstanceDeletionEvent, chrome.exe, 9796
17:17:26:110, __InstanceDeletionEvent, SIHClient.exe, 16008
17:17:28:128, __InstanceCreationEvent, chrome.exe, 11784
17:17:31:357, __InstanceDeletionEvent, RuntimeBroker.exe, 21124
17:17:35:253, __InstanceCreationEvent, backgroundTaskHost.exe, 11012
17:17:35:269, __InstanceCreationEvent, backgroundTaskHost.exe, 20292
17:17:35:269, __InstanceCreationEvent, RuntimeBroker.exe, 20864
17:17:35:269, __InstanceCreationEvent, RuntimeBroker.exe, 9604
17:17:35:322, __InstanceDeletionEvent, svchost.exe, 19568
17:17:36:303, __InstanceCreationEvent, svchost.exe, 9816
17:17:39:454, __InstanceCreationEvent, BackgroundTransferHost.exe, 20888
17:17:40:535, __InstanceDeletionEvent, sppsvc.exe, 18356
17:17:46:784, __InstanceCreationEvent, MicrosoftEdgeUpdate.exe, 332
17:17:47:832, __InstanceCreationEvent, backgroundTaskHost.exe, 13456
17:17:47:832, __InstanceCreationEvent, MicrosoftEdgeUpdate.exe, 22196
17:17:47:872, __InstanceDeletionEvent, backgroundTaskHost.exe, 11012
17:17:47:872, __InstanceDeletionEvent, MicrosoftEdgeUpdate.exe, 11164
17:17:47:872, __InstanceDeletionEvent, BackgroundTransferHost.exe, 20888
